N,E,W,X
42, 70.2901, 7, 4498
40, 59.5745, 7, 104
41, 59.1296, 7, 1982
40, 58.6074, 7, 331
43, 56.3056, 7, 2142
45, 43.8104, 6, 5129
44, 49.0909, 8, 2351
44, 45.2224, 8, 188
45, 49.6132, 8, 410
45, 55.4159, 6, 6303
43, 50.5029, 5, 342
33, 56.8859, 3, 5039
34, 59.3424, 3, 389
42, 36.441, 3, 5384
43, 36.9632, 4, 255
44, 43.2882, 4, 475
46, 31.7602, 3, 9083
58, 86.383, -1, 12397
57, 96.499, -1, 19097
57, 96.499, -1, 178
53, 76.0348, 3, 13389
55, 47.0986, 10, 11837
56, 47.6209, 10, 221
56, 49.5551, 10, 154
56, 54.3907, 10, 9694
56, 15.706, 9, 5165
50, 74.4681, 7, 16667
52, 77.4468, 7, 688
48, 50.2128, 7, 18971
47, 43.8878, 7, 0
49, 65.2418, 5, 15513
50, 73.501, 5, 5179
51, 70.1547, 5, 352
50, 64.7969, 6, 9532
52, 37.795, 10, 11087
51, 36.3056, 10, 775
41, 41.7215, 7, 2650
42, 46.1122, 8, 1513
43, 44.7002, 8, 331
42, 69.323, 3, 5208
58, 52.5338, 5, 9716
46, 62.7079, 7, 10561
56, 73.7331, 8, 9465
51, 60.4836, 7, 5296
50, 58.0271, 7, 0
54, 63.0174, 8, 7652
54, 63.0174, 8, 244
54, 53.3462, 6, 7970
51, 48.8781, 7, 7443
56, 37.9497, 4, 7395
38, 37.2534, 3, 28175
39, 39.7099, 3, 237
40, 34.4294, 3, 524
39, 23.2689, 2, 1728
42, 13.2302, 6, 2051
43, 13.7524, 6, 373
42, 11.2959, 6, 286
42, 30.6383, 6, 4949
51, 46.9439, 6, 7489
51, 34.3714, 12, 10409
51, 37.2727, 6, 8309
52, 37.795, 6, 327
52, 31.9923, 5, 13526
52, 28.1238, 5, 395
50, 1.93424, 8, 13546
50, 7.73694, 8, 583
55, 27.7563, 8, 10825
54, 26.2669, 8, 199
50, 26.1122, 5, 4801
49, 31.3926, 4, 4093
49, 41.0638, 2, 4675
51, 67.2534, 5, 10683
43, 82.4178, 3, 9886
43, 80.4836, 4, 6397
44, 75.2031, 2, 5091
41, 41.7215, 1, 18219
52, 62.94, 6, 24688
42, 43.2108, 3, 25235
33, 22.0696, 4, 2597
33, 24.0039, 4, 190
42, 33.5397, 6, 18907
44, 26.8472, 6, 535
47, 23.5783, 8, 8021
50, 44.4874, 8, 4967
47, 51.6248, 5, 19037
43, 55.3385, 3, 819
40, 35.3965, 5, 11137
44, 24.913, 5, 1543
43, 28.2592, 5, 11
42, 29.6712, 5, 0
43, 30.1934, 5, 573
55, 35.4932, 5, 25344
54, 26.2669, 5, 9579
50, 27.0793, 4, 10829
50, 54.1586, 5, 14969
45, 67.9884, 1, 7455
53, 46.0542, 2, 15089
52, 50.3675, 3, 2022
51, 53.7137, 3, 187
37, 52.205, 3, 15358
37, 50.2708, 3, 300
38, 48.8588, 3, 378
39, 45.5126, 3, 1076
40, 49.9033, 3, 439
40, 47.9691, 3, 36
40, 49.9033, 3, 421
43, 33.0948, 5, 17241
48, 30.8704, 3, 13345
41, 27.2147, 4, 6784
38, 39.1876, 4, 7101
51, 24.7002, 4, 21338
41, 30.1161, 2, 3461
41, 30.1161, 2, 58
41, 33.9845, 2, 203
47, 35.1838, 1, 3834
48, 41.5087, 1, 1054
48, 36.6731, 2, 423
43, 19.5551, 4, 11650
37, 24.1586, 4, 11109
40, 31.528, 5, 1548
40, 4.44874, 5, 5954
41, 6.90522, 4, 775
45, 12.8627, 5, 2995
46, 13.3849, 6, 285
45, 8.9942, 6, 209
63, 46.441, 8, 25524
49, 68.1431, 5, 13899
48, 65.6867, 5, 117
52, 72.6112, 3, 10168
50, 0.967118, 7, 19440
39, 38.7427, 4, 23182
46, 16.2863, 4, 15004
47, 38.0851, 2, 14604
44, 42.3211, 4, 36426
54, 26.2669, 3, 23618
52, 51.3346, 7, 29349
56, 33.1141, 12, 23730
44, 22.0116, 7, 4576
48, 0.889749, 4, 34577
48, 60.8511, 2, 51478
47, 58.3946, 2, 255
43, 58.2398, 1, 2606
44, 60.6963, 1, 241
45, 65.087, 1, 1306
47, 59.3617, 2, 1098
47, 59.3617, 2, 56
56, 86.3056, 5, 17289
56, 82.4371, 5, 290
49, 61.3733, 6, 5007
49, 42.9981, 4, 19297
55, 52.9014, 1, 5151
44, 42.3211, 3, 5168
44, 70.3675, 4, 22931
44, 72.3017, 4, 66
43, 72.7466, 4, 1452
44, 70.3675, -2, 5535
47, 62.2631, 0, 3158
44, 51.9923, 2, 34268
47, 40.9865, 1, 4422
48, 33.7718, 2, 937
46, 59.8066, 6, 16762
52, 55.2031, 5, 7503
51, 54.6809, 5, 11
42, 37.4081, 6, 25766
35, 33.7524, 5, 1329
33, 34.6422, 5, 409
32, 32.1857, 5, 17
32, 30.2515, 5, 322
31, 31.6634, 5, 276
36, 33.3075, 6, 9666
44, 30.7157, 5, 16391
50, 51.2573, 5, 11304
51, 53.7137, 5, 375
51, 58.5493, 7, 13754
54, 61.0832, 7, 5395
32, 67.0019, 0, 14734
26, 38.7234, 1, 4271
30, 38.8781, 3, 2040
27, 40.2128, 1, 19141
28, 44.6035, 1, 443
27, 42.147, 1, 111
28, 46.5377, 1, 255
29, 54.7969, 1, 2257
29, 56.7311, 1, 168
37, 26.0928, 4, 16233
47, -2.53385, 9, 16260
47, -2.53385, 9, 152
46, -3.05609, 9, 208
47, -2.53385, 9, 279
36, 18.8008, 12, 16930
37, 13.5203, 12, 531
47, 14.8743, 6, 13790
49, 19.7872, 9, 2092
46, 21.1219, 7, 6580
44, 40.3868, 4, 1803
43, 47.6015, 5, 4216
45, 48.646, 6, 864
47, 55.4932, 6, 654
47, 65.1644, 5, 942
54, 39.8066, 3, 17266
54, 39.8066, 5, 1514
53, 35.4159, 5, 4295
49, 42.0309, 6, 1057
52, 45.5319, 6, 5040
52, 44.5648, 5, 2936
52, 40.6963, 5, 314
48, 38.6074, 5, 2735
40, 59.5745, 2, 8077
45, 42.8433, 2, 10618
42, 43.2108, 2, 3111
42, 43.2108, 2, 370
36, 42.0116, 4, 10178
38, 43.0561, 6, 7874
47, 49.6905, 6, 7454
49, 52.6692, 6, 748
50, 25.1451, 6, 13343
53, 58.6267, 1, 33047
52, 60.0387, 1, 316
48, 69.5551, 6, 12319
48, 72.4565, 8, 3344
42, 34.5068, 4, 10500
45, 39.942, 5, 2055
38, 11.1412, 4, 33617
38, 6.30561, 5, 879
37, 3.84913, 5, 73
53, -11.9729, 12, 13107
50, -11.6054, 12, 836
48, -14.5841, 12, 186
47, 6.17021, 8, 11833
47, 6.17021, 8, 164
46, 47.234, 6, 16981
54, 22.3985, 8, 9047
52, 20.3868, 8, 4154
51, 36.3056, 6, 11577
50, 31.9149, 6, 1928
59, 36.6151, 8, 4263
60, 53.5783, 7, 22122
51, 55.648, 5, 48302
50, 73.501, -2, 6204
51, 72.089, -2, 277
44, 50.058, -1, 9516
43, 39.8646, 4, 11250
43, 15.6867, 4, 5617
43, 9.88395, 7, 1135
57, 53.9458, 3, 18119
50, 51.2573, 3, 1143
48, 46.3443, 3, 4717
47, 28.4139, 5, 5317
37, 22.2244, 3, 2806
39, 19.4004, 3, 554
39, 26.1702, 3, 2436
39, 26.1702, 3, 505
61, 43.4623, 5, 14092
55, 52.9014, 2, 5376
41, 31.0832, 2, 7485
35, 44.3907, 2, 3672
35, 42.4565, 2, 146
42, 42.2437, 3, 8380
51, 36.3056, 6, 6833
42, 44.1779, 6, 4254
40, 47.0019, 6, 126
50, 48.3559, 7, 8040
51, 46.9439, 7, 529
50, 48.3559, 6, 325
49, 45.8994, 6, 0
47, 44.8549, 5, 11
48, 6.69246, 6, 13386
45, 65.087, 7, 15344
51, 51.7795, 9, 19643
34, 52.5725, 7, 7569
34, 50.6383, 8, 296
27, 31.5087, 6, 2346
28, 30.0967, 6, 649
27, 27.6402, 5, 17
39, 24.236, 8, 30167
45, 27.3694, 0, 3601
48, 27.0019, 7, 3364
49, 5.28046, 4, 24207
49, 5.28046, 4, 44
54, 27.234, 4, 7619
58, 13.8491, 5, 3152
56, 14.7389, 5, 133
58, 15.7834, 5, 8715
48, 8.62669, 7, 6609
49, 9.14894, 7, 769
48, 8.62669, 7, 0
52, 7.81431, 9, 3087
54, 29.1683, 11, 6724
68, 8.43327, 12, 7047
65, 24.2747, 10, 8181
63, 25.1644, 9, 805
63, 25.1644, 9, 2831
57, 14.294, 11, 12031
54, 24.3327, 9, 441
53, 21.8762, 9, 0
48, 44.4101, 8, 8607
42, 51.9149, 8, 2777
50, 58.9942, 10, 20176
63, 59.0135, 6, 16546
59, 57.8917, 12, 2145
53, 45.087, 9, 4248
48, 36.6731, 5, 4372
49, 37.1954, 5, 417
50, 43.5203, 5, 237
47, 43.8878, 6, 2653
46, 47.234, 6, 765
46, 45.2998, 6, 100
47, 47.7563, 6, 221
47, 56.4603, 8, 2006
48, 44.4101, 8, 4345
45, 39.942, 3, 19487
46, 41.4313, 3, 22402
48, 33.7718, 4, 11178
46, 40.4642, 3, 22605
47, 46.7892, 1, 6468
49, 32.3598, 2, 6632
42, 32.5725, -1, 4952
46, 39.4971, 0, 4821
28, 43.6364, 1, 11306
28, 43.6364, 1, 1018
27, 43.1141, 1, 73
29, 44.1586, 1, 714
41, 49.4584, 4, 39514
42, 49.9807, 4, 257
42, 50.9478, 4, 92
38, 24.6809, 3, 9050
33, 33.675, 3, 2416
33, 31.7408, 3, 426
35, 34.7195, 3, 633
37, 27.06, 4, 3592
38, 34.352, 6, 1097
56, 61.1605, 5, 11741
62, 35.2805, 8, 25314
40, 67.3114, 5, 12409
39, 47.4468, 5, 12488
39, 49.381, 5, 210
45, 63.1528, 4, 8272
42, 65.4545, 3, 16305
43, 64.0426, 3, 609
42, 63.5203, 2, 81
41, 69.7679, 2, 2615
40, 71.1799, 1, 149
34, 69.9807, 2, 1832
33, 67.5242, 2, 2542
33, 69.4584, 2, 790
50, 29.0135, 3, 23423
44, 22.9787, 2, 1179
35, 47.2921, 1, 4711
42, 36.441, 0, 4606
45, 0.290135, 3, 11745
55, 6.47969, 8, 9526
54, 5.95745, 8, 0
48, 25.0677, 6, 11514
42, 48.0464, 2, 6322
64, 61.47, 6, 31329
62, 60.4255, 7, 1474
61, 57.9691, 7, 17
62, 58.4913, 7, 225
60, 59.381, 6, 94
51, 58.5493, 6, 3169
52, 55.2031, 7, 311
49, 56.5377, 7, 4527
48, 54.0812, 7, 69
38, 35.3191, 3, 6658
35, 38.588, 5, 2269
37, 41.5667, 3, 3294
36, 42.9787, 3, 640
40, 46.0348, 4, 5357
40, 46.0348, 4, 221
42, 42.2437, 3, 6820
47, 44.8549, 6, 17276
46, 61.7408, 5, 7595
42, 56.7505, 3, 2697
49, 44.9323, 3, 5017
46, 40.4642, -1, 20881
34, 35.1644, -3, 7158
32, 37.0213, -6, 1698
39, 39.7099, -5, 2515
38, 53.6944, -4, 1321
37, 53.1721, -4, 0
48, 44.4101, 2, 47089
54, 39.8066, 2, 2391
38, 34.352, 2, 4301
36, 40.0774, 2, 351
35, 41.4894, 2, 363
36, 34.2747, 3, 4571
50, 43.5203, 3, 13979
50, 21.2766, 3, 3483
42, 28.7041, 1, 23968
40, 16.0542, 3, 16536
40, 16.0542, 3, 280
40, 0.580271, 3, 6670
42, 7.42747, 3, 564
48, -3.94584, 4, 3785
43, 62.1083, 4, 19022
42, 57.7176, 4, 33
44, 62.6306, 4, 1316
50, 47.3888, 3, 8872
51, 35.3385, 4, 17848
45, 17.6983, -4, 13490
41, 10.7737, -4, 1626
42, 11.2959, -4, 243
38, 11.1412, -2, 3538
37, 11.5861, 0, 1338
41, 37.853, 8, 20747
32, 37.9884, 6, 225
32, 38.9555, 4, 2892
32, 38.9555, 4, 100
55, 62.5725, 6, 16952
54, 58.1818, 6, 29
56, 19.5745, 7, 22699
51, 17.9304, 3, 15706
53, 21.8762, 3, 763
54, 24.3327, 3, 583
55, 30.6576, 5, 1307
40, 8.31721, 5, 10885
45, -2.61122, 4, 2483
55, 12.2824, 6, 11354
55, 13.2495, 7, 1046
54, 11.7602, 6, 498
53, 24.7776, 5, 1865
62, 20.7737, 8, 9004
56, 16.6731, 10, 3430
57, 21.0638, 10, 348
58, 21.5861, 10, 276
55, 16.1509, 8, 242
51, 28.5687, 7, 1313
52, 34.8936, 7, 637
56, 36.9826, 6, 13727
50, 25.1451, 6, 5730
44, 24.913, 7, 3409
43, 50.5029, 7, 8439
42, 48.0464, 7, 233
39, 55.1838, 4, 1953
46, 33.6944, 0, 28690
46, 27.8917, 0, 942
47, 28.4139, 0, 309
55, 37.4275, 11, 11069
55, 35.4932, 7, 5763
55, 42.2631, 8, 3074
56, 45.6867, 8, 350
55, 43.2302, 8, 59
55, 48.0658, 7, 1427
55, 53.8685, 8, 4484
54, 47.5435, 8, 3
55, 48.0658, 9, 251
55, 48.0658, 9, 214
55, 48.0658, 9, 318
53, 54.7582, 9, 1501
45, 38.0077, 10, 20795
49, 41.0638, 11, 2809
65, 47.4855, 8, 19993
66, 51.8762, 8, 453
59, 26.9439, 10, 9374
52, -0.889749, 5, 3289
47, 10.0387, 2, 4234
40, 17.0213, -3, 11099
33, 25.9381, -5, 5350
49, 31.3926, 5, 10255
49, 31.3926, 5, 26
48, 30.8704, 5, 5244
47, 34.2166, 5, 0
44, 14.2747, 6, 27377
54, 26.2669, 3, 4945
52, 23.2882, 3, 187
52, 19.4197, 3, 2013
63, 55.1451, 7, 31583
63, 59.9807, 7, 682
57, 63.617, 5, 2509
53, 62.4952, 4, 5961
34, 28.3946, 4, 9231
45, 22.5338, 6, 47174
43, 17.6209, 6, 79
46, -11.7602, 5, 10000
47, -7.36944, 5, 231
43, 37.9304, 2, 7727
43, 48.5687, 3, 2936
39, 65.8221, 0, 11516
41, 42.6886, 2, 7042
41, 42.6886, 2, 18
48, 57.9497, 1, 5033
52, 58.1044, 2, 2410
51, 63.3849, 2, 572
43, 54.3714, 2, 14447
41, 31.0832, 4, 21596
44, 30.7157, 5, 12048
44, 15.2418, 5, 7378
46, 42.3985, 0, 31387
52, 48.4333, 2, 46141
54, 38.8395, 3, 1916
63, 32.9014, 9, 18790
59, 51.1219, 5, 11315
55, 29.6905, 7, 11556
55, 33.559, 6, 2946
37, 32.8627, 4, 26713
45, 28.3366, 3, 3615
45, 32.205, 4, 642
43, 40.8317, 4, 7803
46, 54.0039, 4, 10099
45, 49.6132, 4, 0
51, 53.7137, 4, 11895
43, 50.5029, 3, 2638
36, 51.6828, 2, 5799
37, 54.1393, 2, 253
41, 56.2282, 5, 1928
44, 59.7292, 5, 3375
53, 93.4429, 0, 27660
47, 41.9536, 1, 12220
55, 54.8356, 5, 19154
46, 32.7273, 4, 3024
45, 27.3694, 3, 1167
48, 22.1663, 7, 4326
36, 44.913, 5, 10597
35, 44.3907, 4, 37
41, 40.7544, 5, 2494
37, 52.205, 3, 970
41, -2.76596, 7, 13220
43, 29.2263, 5, 4059
44, 16.2089, 4, 4153
52, 11.6828, 7, 25634
53, 15.1064, 4, 3560
53, 15.1064, 4, 112
49, 28.4913, 4, 9501
48, 26.0348, 4, 0
48, 20.2321, 4, 288
51, 35.3385, 6, 15356
51, 31.47, 6, 182
52, 33.9265, 6, 231
52, 33.9265, 6, 253
48, 33.7718, 6, 848
51, 28.5687, 3, 6223
50, 35.7834, 5, 10361
52, 40.6963, 5, 1309
53, 41.2186, 5, 696
54, 51.412, 6, 589
36, 15.8994, 7, 8452
56, 38.9168, 6, 54063
58, 28.3559, 7, 2329
52, 34.8936, 6, 2884
52, 31.0251, 6, 1103
52, 27.1567, 1, 19326
59, 30.8124, 1, 3568
47, 47.7563, 1, 6413
52, 51.3346, 4, 32624
50, 53.1915, 2, 28958
49, 50.735, 2, 0
49, 53.6364, 2, 376
49, 57.5048, 6, 144
47, 56.4603, 4, 136
52, 55.2031, 1, 15548
51, 50.8124, 1, 51
50, 53.1915, 1, 2128
45, 45.7447, 1, 3153
42, 32.5725, 2, 2131
43, 35.029, 2, 972
46, 11.4507, 2, 8051
53, 46.0542, 7, 21452
50, 22.2437, 8, 11217
49, 19.7872, 8, 131
50, 22.2437, 7, 940
51, 22.766, 7, 303
49, 15.9188, 7, 507
41, 17.5435, 4, 6879
39, 27.1373, 1, 13237
40, 35.3965, 3, 8029
47, 52.5919, 4, 41526
56, 12.8046, 9, 11768
58, 10.9478, 8, 8779
58, 33.1915, 6, 5421
56, 36.0155, 6, 2329
47, 56.4603, 8, 7433
59, 66.5957, 9, 7183
52, 47.4662, 7, 11771
54, 55.2805, 9, 1983
50, 39.6518, 10, 2283
44, 36.5184, 7, 8523
43, 49.5358, 5, 5224
41, 42.6886, 2, 2736
44, 30.7157, 6, 2880
48, 39.5745, 7, 8347
42, 26.7698, 4, 40920
42, 21.9342, 6, 3800
60, 40.0387, 10, 23889
38, 34.352, 4, 30782
37, 40.5996, 4, 612
36, 36.2089, 4, 13
33, 29.8066, 2, 10652
32, 24.4487, 3, 8777
45, 44.7776, 5, 22928
48, 23.1335, 6, 5799
39, 45.5126, 7, 4866
43, 38.8975, 6, 7271
47, 40.0193, 6, 1528
59, 36.6151, 8, 26688
60, 35.2031, 8, 322
60, 16.8279, 9, 5090
52, 11.6828, 8, 2639
52, 32.9594, 5, 14610
47, 43.8878, 6, 21789
36, 37.176, 5, 12190
32, 26.383, 6, 4944
39, -1.87621, 5, 10940
42, -1.2766, 7, 1669
53, 63.4623, 6, 17151
49, 47.8337, 2, 8776
53, 49.9226, 5, 7317
47, 47.7563, 3, 19054
46, 47.234, 3, 5
48, 56.0155, 4, 11787
49, 59.4391, -1, 10945
58, 60.2708, 10, 11863
57, 52.0116, 11, 4365
40, 37.3308, 5, 10924
38, 39.1876, 5, 367
29, 40.2901, 5, 389
30, 40.8124, 5, 507
41, 29.1489, 5, 11180
55, 22.9207, 5, 4310
56, 20.5416, 5, 381
56, 26.3443, 5, 258
53, 32.5145, 4, 10470
56, 37.9497, 2, 1335
55, 35.4932, 7, 10430
53, 38.3172, 9, 4299
30, 48.5493, 4, 32867
31, 51.0058, 4, 447
33, 50.1161, 4, 497
46, 54.0039, 7, 16881
43, 48.5687, 2, 7034
44, 45.2224, 0, 8517
48, 48.2785, 3, 7611
46, 45.2998, 3, 22659
43, 57.2727, 3, 20623
46, 43.3656, 5, 4259
46, 47.234, 5, 96
46, 45.2998, 5, 270
50, 31.9149, 7, 5979
50, 33.8491, 7, 322
49, 29.4584, 7, 0
45, 37.0406, 7, 3565
46, 39.4971, 7, 303
55, 22.9207, 11, 16106
53, 10.2708, 10, 3985
58, 36.0928, 9, 5031
52, 34.8936, 8, 8657
51, 44.0426, 6, 1836
51, 44.0426, 5, 436
54, 59.1489, 5, 11199
48, 53.1141, 4, 5236
50, 48.3559, 4, 546
49, 45.8994, 4, 37
45, 66.0542, 4, 3160
48, 48.2785, 6, 2793
48, 47.3114, 5, 4395
45, 33.1721, 2, 9045
55, 29.6905, 8, 14140
50, 29.9807, 3, 1772
49, 33.3269, 3, 68
47, 8.10445, 2, 10512
46, 3.71373, 2, 11
49, 17.853, 2, 1637
49, 29.4584, 2, 602
40, 31.528, 9, 7707
52, 53.2689, 6, 17038
51, 56.6151, 5, 2891
54, 34.0039, 8, 11216
53, 33.4816, 7, 33
53, 35.4159, 8, 10440
53, 35.4159, 6, 1636
52, 36.8279, 6, 93
47, 36.1509, 4, 8511
53, 44.1199, 2, 20997
42, 34.5068, 7, 13884
42, 32.5725, 7, 501
37, 27.06, 5, 682
46, 30.793, 3, 12793
44, 23.9458, 3, 3515
58, 26.4217, 2, 32506
57, 25.8994, 2, 21
55, 20.0193, 2, 957
51, 22.766, 5, 3224
56, 57.2921, 2, 30520
50, 58.9942, 3, 4859
48, 22.1663, 1, 4046
46, 45.2998, 2, 3139
45, 44.7776, 2, 93
48, 54.0812, 8, 15573
49, 60.4062, 8, 1123
47, 47.7563, 6, 1510
49, 54.6035, -7, 488
54, 56.2476, -6, 8908
52, 46.499, -6, 251
55, 46.1315, 7, 15935
59, 45.3191, 5, 12006
55, 20.9865, 3, 6562
56, 29.2456, 3, 912
49, 40.0967, 4, 28899
49, 36.2282, 2, 4008
50, 36.7505, 2, 321
32, 54.4294, 1, 9896
36, 50.7157, 2, 896
37, 49.3037, 3, 229
38, 34.352, 2, 4064
52, 42.6306, 5, 15129
60, 22.6306, 1, 46796
60, 24.5648, 1, 134
55, 10.3482, 1, 2003
52, 50.3675, 4, 23547
55, 45.1644, 5, 5550
45, 21.5667, 3, 15764
44, 21.0445, 3, 169
56, 62.1277, 5, 14954
39, 17.4662, 2, 13034
44, 30.7157, 2, 3425
41, 33.0174, 2, 375
45, 29.3037, 2, 8044
51, 23.7331, 1, 3045
51, 25.6673, 1, 235
50, 21.2766, 1, 0
53, 13.1721, 0, 4096
47, 15.8414, 0, 74
51, 35.3385, 7, 12334
52, 32.9594, 4, 10631
49, 36.2282, 4, 2582
39, 40.677, 1, 8677
41, 45.5899, 1, 463
46, 47.234, 2, 15525
56, 59.2263, 2, 58728
57, 55.8801, 2, 1088
43, 44.7002, -4, 3624
40, 41.1992, -3, 2177
42, 37.4081, -3, 1263
42, 36.441, -2, 819
40, 35.3965, -3, 1776
40, 36.3636, -3, 1403
44, 48.1238, -3, 5068
42, 45.1451, -3, 1298
48, 40.5416, 0, 2279
44, 46.1896, -3, 13101
40, 50.8704, -7, 11960
36, 47.8143, -4, 5998
35, 51.1605, -4, 6706
36, 47.8143, -4, 8808
35, 49.2263, -4, 133
41, 56.2282, -3, 15653
41, 61.0638, -3, 396
42, 65.4545, -3, 263
38, 60.4642, 5, 5445
38, 30.4836, 7, 4821
36, 37.176, 7, 17
34, 37.0986, 7, 4940
33, 35.6093, 4, 5460
35, 40.5222, 5, 2644
36, 45.8801, 2, 4384
51, 60.4836, 9, 14929
51, 58.5493, 9, 236
52, 59.0716, 7, 14250
51, 54.6809, 7, 0
50, 52.2244, 7, 181
52, 37.795, 3, 9023
51, 15.029, 5, 14918
50, 18.3752, 4, 13
42, 34.5068, 4, 36438
51, 45.9768, 4, 2390
53, 47.0213, 4, 1260
48, 19.265, 6, 26839
45, 13.8298, 6, 455
47, 14.8743, 8, 2708
40, 35.3965, 6, 17440
37, 8.68472, 3, 27250
36, 6.22824, 3, 39
38, 4.37137, 3, 3202
38, 11.1412, 3, 580
47, 33.2495, 1, 5007
50, 42.5532, 0, 4230
46, 26.9246, 2, 20363
53, 47.9884, 7, 17861
50, 63.8298, 6, 37490
47, 65.1644, 7, 5498
56, 59.2263, 9, 6047
54, 43.675, 8, 1996
53, 43.1528, 8, 515
63, 46.441, 9, 4192
59, 30.8124, 9, 1865
53, 43.1528, 7, 5353
50, 41.5861, 3, 4707
52, 43.5977, 4, 681
46, 46.2669, 3, 5519
44, 44.2553, 3, 9
53, 46.0542, 6, 28323
50, 46.4217, 6, 303
39, 53.2495, 2, 63715
37, 34.7969, 2, 2655
36, 17.8337, 4, 16135
35, 29.8839, 6, 7400
53, 29.6132, 9, 20077
63, 28.0658, 6, 24579
63, 27.0986, 6, 1993
58, 40.9284, 12, 9824
50, 34.8162, 7, 1244
51, 32.4371, 9, 4806
44, 33.617, 8, 4919
45, 33.1721, 3, 29006
46, 31.7602, 3, 273
51, 37.2727, 3, 4760
57, 30.735, 6, 26635
59, 35.648, 5, 640
58, 35.1257, 5, 123
53, 24.7776, -4, 7891
44, 34.5841, -7, 2067
34, 27.4275, 1, 12823
29, 17.0793, 2, 4613
43, 0.212766, 1, 12994
43, 7.94971, 1, 447
33, 13.3656, 5, 7278
47, 11.0058, 8, 5643
46, 8.54932, 8, 51
46, 2.74662, 9, 808
47, 3.26886, 9, 221
48, 9.59381, 9, 291
52, 6.8472, 12, 3807
54, 26.2669, 9, 4159
56, 34.0812, 3, 11974
57, 32.6692, 3, 380
57, 30.735, 3, 174
58, 43.8298, 3, 8699
49, 39.1296, 2, 4389
47, 28.4139, 3, 1398
54, 10.793, 6, 6595
45, 8.9942, 0, 23206
53, 45.087, 4, 15576
52, 40.6963, 5, 38901
51, 42.1083, 5, 183
54, 27.234, 4, 8505
50, 53.1915, 0, 4535
49, 52.6692, 0, 28
55, 27.7563, 8, 38863
52, 22.3211, 8, 2025
57, 54.913, 6, 24020
56, 52.4565, 6, 315
49, 35.2611, 7, 8236
49, 34.294, 7, 1412
50, 35.7834, 7, 1388
51, 80.793, 9, 20395
55, 88.6847, 9, 1938
49, 88.4526, 4, 9156
50, 94.7776, 4, 827
53, 47.9884, 4, 10398
40, 37.3308, 6, 35469
41, 37.853, 3, 5015
32, 55.3965, 2, 6379
36, 57.4855, 2, 1101
35, 55.029, 2, 375
38, 41.1219, 9, 10385
44, 27.8143, 9, 5352
42, 20.9671, 9, 1
45, 23.501, 7, 4685
41, 21.412, 6, 2611
45, 37.0406, 7, 7261
50, 41.5861, 8, 4150
43, 32.1277, 2, 18632
42, 41.2766, 2, 10802
51, 46.9439, 8, 27057
52, 45.5319, 5, 9595
40, 40.2321, 2, 9818
39, 37.7756, 2, 249
42, 36.441, 2, 1205
54, 34.971, 2, 19849
53, 30.5803, 2, 93
52, 52.3017, 0, 13130
56, 52.4565, 1, 3659
47, 37.118, -4, 28001
46, 19.1876, 3, 4697
48, 24.1006, 3, 524
47, 31.3153, 2, 1842
48, 33.7718, 3, 7034
50, 32.882, 3, 815
44, 15.2418, 3, 10843
42, 10.3288, 3, 193
40, 9.28433, 3, 659
37, 15.4545, 2, 2323
34, 32.2631, 1, 13004
33, 29.8066, 1, 0
30, 36.9439, 1, 2554
30, 36.9439, 1, 98
31, 30.6963, 1, 1655
42, 22.9014, 3, 4030
41, 20.4449, 3, 37
43, 25.3578, 4, 482
41, 43.6557, 6, 18709
29, 45.1257, 5, 3120
28, 40.735, 5, 131
35, 32.7853, 5, 9007
40, 38.2979, 5, 1704
46, 47.234, 4, 40655
45, 44.7776, 4, 257
52, 33.9265, 7, 4599
51, 31.47, 7, 45
55, 32.5919, 9, 2135
54, 34.0039, 9, 288
50, 55.1257, 7, 17539
50, 52.2244, 5, 8183
51, 56.6151, 5, 10461
42, 49.9807, 5, 8215
41, 51.3926, 4, 43
44, 52.9594, 2, 10574
41, 49.4584, 2, 8575
47, 43.8878, 5, 9773
46, 43.3656, 5, 0
47, 41.9536, 5, 1485
44, 27.8143, 8, 13600
44, 25.8801, 8, 164
43, 23.4236, 7, 111
39, 25.2031, 8, 1660
35, 28.9168, 9, 1933
35, 26.9826, 10, 244
32, 21.5474, 9, 1141
35, 25.0484, 10, 2017
36, 27.5048, 10, 223
37, 43.501, 7, 3011
37, 43.501, 7, 22
35, 38.588, 6, 364
35, 36.6538, 7, 309
26, 34.8549, 4, 2320
27, 31.5087, 4, 674
26, 27.118, 4, 0
27, 27.6402, 4, 1054
28, 37.8337, 1, 4233
36, 30.4062, 1, 6813
33, 24.971, 1, 50
32, 14.7776, 1, 2048
43, 29.2263, 7, 13077
45, 21.5667, 8, 5683
50, 59.9613, 5, 16797
49, 59.4391, 5, 35
64, 49.8646, 3, 10684
43, 9.88395, 0, 13383
50, 46.4217, 9, 38304
43, 38.8975, 7, 5383
32, 41.8569, 3, 1426
44, 39.4197, 2, 9794
49, 31.3926, 4, 16891
49, 31.3926, 4, 370
63, 26.1315, 8, 8102
53, 47.9884, 7, 33953
53, 27.6789, 8, 12080
50, 16.441, 8, 17239
50, 22.2437, 9, 2888
50, 24.1779, 9, 90
48, 43.4429, 6, 3690
47, 40.9865, 6, 241
46, 40.4642, 5, 1178
47, 37.118, 5, 1923
51, 24.7002, 3, 7449
56, 16.6731, 8, 9282
46, 54.971, 1, 15624
44, 49.0909, 1, 1264
47, 29.381, 2, 10123
