N,E,W,X
48, 61.8182, 3, 5795
47, 57.4275, 3, 21
47, 55.4932, 3, 264
46, 58.8395, 3, 31
50, 73.501, 3, 36716
51, 79.8259, 3, 245
54, 75.5899, 5, 1111
52, 86.1509, 7, 6947
51, 85.6286, 7, 13
52, 88.0851, 7, 243
60, 69.0522, 8, 24431
55, 60.6383, 7, 1681
50, 69.6325, 5, 1463
44, 54.8936, 4, 7455
47, 70.9671, 4, 14412
46, 81.0832, 7, 10517
49, 94.2553, 8, 4596
45, 90.2321, 8, 1951
46, 92.6886, 8, 223
45, 88.2979, 8, 17
48, 84.0619, 10, 3013
50, 83.1721, 10, 954
51, 78.8588, 5, 14662
46, 65.6093, 8, 10688
49, 59.4391, 9, 1798
47, 66.1315, 8, 3164
46, 60.7737, 7, 3128
48, 41.5087, 6, 3219
47, 61.2959, 7, 4368
48, 59.8839, 7, 300
40, 63.4429, 4, 4695
40, 57.6402, 4, 6210
39, 51.3153, 4, 95
48, 39.5745, 5, 8748
50, 73.501, 3, 10438
49, 75.8801, 4, 2491
49, 72.9787, 6, 1498
47, 58.3946, -2, 7457
39, 58.0851, -2, 3439
38, 51.7602, -2, 0
35, 39.5551, 0, 5605
36, 42.0116, 0, 377
41, 41.7215, 2, 6037
44, 53.9265, 6, 22069
44, 53.9265, 6, 212
45, 52.5145, 6, 507
48, 50.2128, 8, 2603
48, 50.2128, 8, 44
48, 49.2456, 5, 7457
46, 41.4313, 7, 22017
46, 39.4971, 7, 208
43, 43.7331, 3, 3645
45, 47.6789, 3, 794
46, 27.8917, 2, 8537
45, 29.3037, 2, 275
52, 36.8279, 3, 10054
51, 46.9439, 3, 3239
42, 46.1122, 5, 24787
44, 55.8607, 9, 19637
53, 65.3965, 8, 14555
52, 62.94, 8, 57
57, 77.1567, 5, 8854
48, 16.3636, 8, 39501
38, 5.33849, 10, 2454
42, 16.1315, 10, 1662
55, 49.0329, 6, 22086
53, 43.1528, 6, 25
51, 46.9439, 10, 2899
51, 48.8781, 10, 361
65, 64.8936, 14, 6894
66, 71.2186, 14, 313
57, 41.3733, 11, 10228
64, 60.5029, 7, 11841
45, 52.5145, 6, 19553
43, 9.88395, 5, 19825
43, 11.8182, 5, 88
45, 8.9942, 5, 684
44, 6.53772, 5, 65
44, 6.53772, 5, 128
32, 47.6596, 1, 10274
48, 43.4429, 3, 17951
47, 40.9865, 3, 115
36, 18.8008, 2, 4765
59, 60.793, 5, 25088
61, 65.706, 7, 2709
50, 52.2244, 6, 4563
49, 53.6364, 6, 705
48, 55.0484, 6, 66
56, 46.6538, 6, 12953
55, 24.8549, 9, 1988
55, 22.9207, 9, 370
57, 51.0445, 8, 3442
57, 64.5841, 8, 4292
53, 52.824, 4, 3302
57, 58.7814, 5, 4443
49, 45.8994, 6, 5393
42, 45.1451, 3, 17240
42, 45.1451, 3, 221
45, 34.1393, 3, 3199
45, 34.1393, 3, 264
45, 28.3366, 3, 1857
48, 67.6209, 1, 28662
53, 71.1992, 1, 1226
50, 63.8298, 3, 6833
49, 73.9458, 3, 3843
49, 73.9458, 3, 102
47, 96.1122, 2, 5305
47, 28.4139, 5, 11168
50, 48.3559, 3, 15344
50, 47.3888, 5, 5217
51, 45.9768, 5, 575
43, 59.207, 2, 9847
40, 57.6402, 2, 25
40, 57.6402, 2, 58
39, 55.1838, 2, 0
38, 52.7273, 2, 271
39, 55.1838, 2, 348
41, 45.5899, 4, 5252
41, 45.5899, 4, 971
40, 60.5416, 5, 5063
46, 53.0368, 5, 8681
45, 52.5145, 6, 651
45, 48.646, 5, 3406
40, 42.1663, 5, 3335
39, 37.7756, 5, 79
41, 40.7544, 6, 584
38, 40.1547, 6, 3458
45, 64.1199, 10, 15739
45, 49.6132, 7, 13970
45, 49.6132, 7, 80
51, -24.6228, 4, 34823
51, -23.6557, 3, 568
50, -26.1122, 3, 17
47, 17.7756, 7, 9495
43, 17.6209, 4, 2759
43, 23.4236, 4, 262
44, 25.8801, 4, 261
46, 33.6944, 4, 4244
41, 20.4449, 5, 1337
41, 44.6228, 3, 20104
42, 45.1451, 3, 247
41, 16.5764, 7, 11017
46, 54.0039, 3, 7693
46, 72.3791, 3, 2955
47, 72.9014, 3, 231
50, 81.2379, 4, 3020
53, 65.3965, 3, 4404
55, 60.6383, 8, 14831
52, 51.3346, 5, 2898
39, 46.4797, 7, 16686
39, 44.5455, 7, 254
42, 49.9807, -3, 8291
43, 52.4371, -3, 605
34, 7.11799, 3, 13107
35, 11.5087, 3, 381
39, 21.3346, 3, 2232
37, 34.7969, 4, 2229
44, 44.2553, 10, 27053
53, 35.4159, 3, 44680
53, 26.7118, 2, 9915
53, 32.5145, 6, 4394
42, 36.441, 7, 5876
47, 26.4797, 9, 9282
44, 40.3868, 4, 11440
45, 47.6789, 5, 9219
54, 17.5629, 6, 13894
56, 17.6402, 5, 15401
57, 23.9652, 5, 249
49, 24.6228, 2, 1940
51, 45.0097, 2, 13554
47, 51.6248, 5, 34948
52, 50.3675, 4, 25086
54, 50.4449, 6, 14064
46, 51.1025, 4, 3262
50, 34.8162, 4, 17508
38, 26.6151, 1, 5763
37, 32.8627, 1, 2292
51, 57.5822, 4, 18090
51, 57.5822, 4, 416
55, 47.0986, 3, 8617
55, 33.559, 2, 3792
54, 34.971, 2, 999
52, 42.6306, 4, 2709
51, 45.0097, 4, 295
50, 46.4217, 2, 49
47, 47.7563, 2, 592
43, 59.207, 3, 8946
33, 16.2669, 4, 12470
31, 13.2882, 4, 352
33, 10.4642, 4, 1569
40, 29.5938, 4, 21395
39, 28.1044, 3, 1807
40, 45.0677, 3, 3361
45, 44.7776, 7, 10318
47, 28.4139, 2, 29919
48, 35.706, 0, 6729
52, 40.6963, 1, 8011
54, 44.6422, 1, 959
51, 37.2727, -2, 2148
52, 95.8221, 6, 24430
53, 97.3114, -1, 2919
51, 98.2012, 1, 1510
52, 100.658, 1, 223
51, 105.938, 1, 51
49, 104.894, 1, 303
49, 106.828, 1, 2595
55, 116.731, 4, 13303
57, 95.5319, 2, 4163
59, 66.5957, 2, 17166
54, 74.6228, 5, 12636
55, 77.0793, 5, 447
58, 98.9555, 4, 3533
57, 84.8936, 6, 13997
56, 80.5029, 6, 15
51, 72.089, 6, 8169
48, 70.5222, 6, 658
57, 47.176, 5, 11367
56, 48.588, 5, 343
52, 54.236, 2, 9371
54, 44.6422, 2, 23115
51, 50.8124, 2, 6113
51, 48.8781, 2, 664
55, 27.7563, 5, 24608
54, 33.0368, 5, 1108
44, 14.2747, 6, 10690
48, 47.3114, 5, 25362
53, 58.6267, 7, 5765
59, 80.1354, 7, 2424
53, 58.6267, 4, 9773
52, 56.1702, 4, 0
52, 57.1373, 5, 4749
48, 27.0019, 7, 3690
46, 34.6615, 5, 1684
41, 71.7021, 2, 10753
45, 68.9555, 4, 6797
44, 55.8607, 5, 2540
47, 46.7892, 9, 10934
59, 54.0232, 9, 3157
46, 65.6093, 3, 15853
52, 69.7099, 3, 8090
41, 43.6557, 3, 15345
42, 40.3095, 3, 440
45, 38.0077, 3, 939
30, 36.9439, 2, 12100
31, 29.7292, 2, 1218
34, 25.4932, 1, 3816
36, 12.9981, 0, 5401
35, 10.5416, 0, 45
33, 6.59574, 0, 1651
33, 2.72727, 1, 545
33, 0.793037, 1, 74
38, 15.9768, -1, 14229
36, 12.9981, -2, 832
49, 51.7021, 1, 25925
50, 53.1915, 3, 2588
45, 69.9226, 2, 1308
41, 67.8337, 3, 2613
40, 63.4429, 3, 51
49, 60.4062, 5, 6459
40, 51.8375, 4, 4161
39, 26.1702, 4, 3773
37, 41.5667, 3, 12494
47, 54.5261, 7, 16614
47, 54.5261, 7, 24
49, 57.5048, 7, 461
60, 75.8221, 7, 23842
58, 77.6789, 6, 6134
54, 54.3133, 6, 1557
49, 37.1954, -4, 30387
49, 61.3733, -4, 8723
45, 44.7776, -2, 4509
50, 51.2573, -3, 2994
47, 34.2166, -2, 2893
47, 34.2166, -1, 2191
47, 58.3946, 5, 20773
46, 61.7408, 6, 6441
48, 50.2128, -2, 3562
53, 47.9884, 6, 14187
54, 41.7408, 3, 9874
55, 38.3946, 3, 235
55, 40.3288, 3, 523
59, 50.1547, 4, 5067
57, 47.176, 3, 901
52, 2.97872, 6, 7888
48, 3.7911, 7, 7721
57, 8.4913, 5, 11306
51, 53.7137, 6, 13437
52, 54.236, 6, 2215
46, 20.1547, 5, 26523
47, 29.381, 6, 4135
43, 27.2921, 5, 8729
43, 27.2921, 5, 78
44, 24.913, 5, 323
44, 23.9458, 1, 7512
54, 49.4778, 7, 17297
51, 29.5358, 5, 10373
47, -7.36944, 6, 23045
51, 8.25919, 2, 3950
52, 2.97872, 2, 275
53, 30.5803, 0, 20230
56, 22.4758, 0, 1035
44, 21.0445, 6, 38347
44, 21.0445, 6, 886
45, 23.501, 7, 5026
58, 58.3366, 4, 19060
57, 62.6499, 2, 1402
57, 64.5841, 2, 32
47, 48.7234, 2, 9136
47, 75.8027, 3, 11158
48, 76.325, 3, 393
49, 76.8472, 5, 281
43, 56.3056, 7, 4451
44, 58.7621, 7, 233
49, 44.9323, 5, 6534
51, 33.4043, 8, 12796
53, 41.2186, 5, 1808
48, 36.6731, 3, 2653
56, 30.2128, 4, 4711
58, 75.7447, 10, 14739
67, 71.7408, 13, 3772
68, 70.3288, 13, 263
61, 64.7389, 13, 660
51, 30.5029, -2, 24226
46, 28.8588, 6, 10941
42, 23.8685, 3, 17794
47, 38.0851, 3, 3863
42, 49.9807, 7, 7538
47, 38.0851, 7, 13529
45, 48.646, 10, 4298
51, 40.1741, 7, 11598
54, 53.3462, 6, 6753
56, 68.8975, 5, 55227
56, 68.8975, 5, 192
50, 38.6847, 6, 6718
54, 29.1683, 8, 14518
51, 37.2727, 8, 3582
55, 38.3946, 3, 15778
57, 36.5377, 1, 5530
59, 26.9439, 4, 5850
60, 32.3017, 3, 5493
59, 19.207, 4, 6653
54, 24.3327, 3, 376
53, 25.7447, 3, 223
54, 34.0039, 4, 2160
55, 93.5203, 6, 18206
63, 72.5532, 7, 9915
41, 40.7544, 5, 16656
34, 39.0329, 2, 940
40, 80.8511, 4, 14597
36, 82.6306, 6, 4473
46, 39.4971, 4, 27025
38, 44.9903, 4, 5630
39, 46.4797, 4, 273
42, 41.2766, 7, 2122
43, 41.7988, 7, 337
42, 46.1122, 6, 778
41, 39.7872, 6, 43
40, 45.0677, 6, 1490
38, 61.4313, 5, 323
39, 49.381, 5, 2257
45, 49.6132, 5, 5328
44, 43.2882, 5, 13
47, 38.0851, 10, 4015
46, 36.5957, 10, 563
48, 47.3114, 10, 1975
38, 53.6944, 8, 7884
37, 51.2379, 8, 0
37, 51.2379, 8, 46
51, 48.8781, 6, 16045
43, 27.2921, 7, 13190
41, 31.0832, 6, 1441
42, 37.4081, 6, 239
53, 43.1528, 6, 5971
57, 7.52418, 4, 14609
33, 39.4778, 7, 23186
48, 36.6731, 2, 45048
47, 47.7563, 2, 1560
50, 33.8491, 2, 9012
47, 45.8221, -1, 15815
42, 40.3095, 3, 9743
43, 49.5358, 4, 7487
55, 80.9478, 5, 17020
54, 74.6228, 5, 1
51, 63.3849, 6, 2610
41, 47.5242, 1, 7310
41, 52.3598, 4, 3782
39, 49.381, 4, 359
38, 48.8588, 4, 137
50, 41.5861, 7, 16172
48, 32.8046, 6, 2245
56, 49.5551, 7, 15160
41, 28.1818, 4, 39747
32, 13.8104, 4, 1701
39, -6.7118, 5, 4148
41, -0.831721, 5, 1580
39, 3.9265, 6, 1156
27, 16.0348, 2, 8060
37, 26.0928, 1, 9852
43, 41.7988, -8, 7577
42, 38.3752, -8, 0
40, 50.8704, -8, 2228
44, 36.5184, -3, 11085
46, 54.0039, 5, 24383
47, 56.4603, 5, 321
46, 54.0039, 5, 27
46, 54.0039, 5, 124
47, 59.3617, 4, 1660
47, 59.3617, 4, 120
48, 63.7524, 4, 273
47, 60.3288, 4, 647
43, 16.6538, 5, 9456
55, 56.7698, 9, 33623
58, 52.5338, 8, 2442
60, 60.3482, 8, 1876
59, 57.8917, 8, 89
59, 55.9574, 8, 274
58, 49.6325, 8, 440
57, 45.2418, 7, 0
59, 41.4507, 2, 5685
58, 33.1915, 2, 1862
54, 28.2012, 6, 8128
51, 26.6344, 6, 1867
53, 41.2186, 7, 2120
35, 53.0948, 6, 15528
33, 52.0503, 6, 79
44, 65.5319, 6, 4428
47, 64.1973, 4, 4787
46, 57.8723, 4, 1095
42, 50.9478, 3, 3193
35, 57.9304, 3, 2873
37, 62.8433, 4, 908
43, 56.3056, 5, 2458
44, 52.9594, 4, 8488
41, 0.135397, 7, 11865
39, 10.6963, 4, 761
40, 15.087, 4, 449
51, 41.1412, 8, 9029
52, 43.5977, 8, 287
44, 53.9265, 5, 10959
43, 49.5358, 5, 0
43, 47.6015, 4, 516
49, 61.3733, 8, 6823
51, 58.5493, 8, 1199
43, 44.7002, 7, 7426
44, 43.2882, 7, 895
44, 41.354, 8, 814
51, 14.0619, 5, 11223
53, 18.9749, 2, 2466
45, 58.3172, 2, 5972
51, 42.1083, 0, 9903
42, 26.7698, 2, 2272
41, 52.3598, 5, 24435
41, 44.6228, 4, 2443
37, 9.65184, 4, 12056
40, 30.5609, 5, 8055
47, 33.2495, -2, 10579
42, 45.1451, 4, 4413
42, 43.2108, 5, 374
46, 42.3985, 5, 2805
48, 55.0484, 6, 1216
53, 53.7911, 9, 7129
53, 55.7253, 10, 3454
47, 40.9865, 10, 1726
46, 54.971, 6, 8406
49, 52.6692, 9, 6394
43, 51.47, 3, 11205
51, 80.793, 6, 22253
55, 84.8162, 6, 2150
57, 57.8143, 8, 17805
57, 60.7157, 7, 1804
55, 52.9014, 5, 24060
62, 51.7215, 13, 13329
61, 47.3308, 13, 69
55, 52.9014, 7, 9756
53, 23.8104, 4, 30638
45, 47.6789, 5, 6545
51, 46.9439, 0, 23555
52, 51.3346, 0, 1012
54, 47.5435, 0, 1076
53, 43.1528, 0, 70
51, 20.8317, 6, 2110
51, 20.8317, 4, 7700
50, 31.9149, 3, 1563
34, 9.05222, 4, 5248
33, 12.3985, 3, 183
40, 18.9555, 4, 14248
45, 24.4681, 1, 11192
51, -9.14894, 3, 15455
44, 66.499, 2, 9323
43, 67.911, 2, 15
45, 74.7582, 1, 6031
48, 58.9168, 1, 14651
41, 49.4584, 2, 12233
42, 51.9149, 2, 703
42, 51.9149, 2, 132
42, 51.9149, 2, 908
44, 57.795, 2, 674
49, 50.735, 3, 3058
46, 54.971, 4, 12206
49, 55.5706, 6, 12479
51, 43.0754, 4, 16982
41, 44.6228, 7, 14016
40, 42.1663, 7, 41
39, 39.7099, 7, 49
43, 33.0948, 6, 8355
35, 33.7524, 4, 4896
42, 45.1451, 3, 12386
42, 41.2766, 4, 362
43, 35.9961, 5, 3438
41, 56.2282, 6, 28499
43, 53.4043, 6, 521
44, 61.6634, 7, 654
43, 61.1412, 7, 102
44, 45.2224, -2, 4449
57, 36.5377, 5, 32775
58, 38.9942, 5, 496
54, 44.6422, 4, 19749
55, 45.1644, 4, 381
55, 45.1644, 4, 132
49, 57.5048, 5, 16567
50, 67.6983, 7, 5435
36, 40.0774, 3, 27294
47, 63.2302, 5, 5259
46, 62.7079, 5, 0
41, 32.0503, 5, 5330
38, 47.8917, 8, 4954
38, 57.5629, 6, 2765
41, 52.3598, 6, 8316
47, 37.118, -3, 31067
57, 57.8143, -2, 14080
46, 51.1025, 6, 24815
53, 51.8569, 9, 5188
52, 70.677, 7, 4668
53, 66.3636, 8, 1321
54, 46.5764, 5, 10286
47, 30.3482, 4, 3314
47, 30.3482, 4, 221
53, 57.6596, 2, 20668
51, 26.6344, 3, 9814
55, 33.559, 4, 3026
54, 29.1683, 4, 365
53, 28.646, 4, 81
45, 36.0735, 3, 3116
45, 36.0735, 3, 88
34, 41.9342, 4, 3336
34, 43.8685, 4, 220
36, 31.3733, 1, 28143
36, 13.9652, 1, 1675
36, 13.9652, 1, 221
46, 33.6944, 4, 10648
46, 34.6615, 4, 362
63, 44.5068, 8, 17505
46, 36.5957, 3, 24410
43, 36.9632, 3, 5541
43, 36.9632, 3, 1184
43, 35.9961, 8, 5061
44, 34.5841, 8, 8516
40, 47.9691, 8, 3834
39, 53.2495, 8, 317
39, 55.1838, 8, 255
49, 43.9652, 8, 8066
39, 31.9729, 5, 18985
43, 35.9961, 5, 1048
41, 38.8201, 4, 1689
56, 42.7853, 4, 49405
55, 38.3946, 4, 47
54, 35.9381, 4, 231
54, 43.675, 2, 1435
52, 38.7621, 1, 319
52, 37.795, 1, 483
49, 37.1954, 1, 3490
48, 34.7389, 1, 89
48, 36.6731, 1, 128
43, 42.766, 4, 16716
43, 34.0619, 2, 11096
49, 49.7679, 7, 12941
50, 59.9613, 9, 2529
60, 51.6441, 5, 22911
55, 55.8027, -4, 8284
56, 58.2592, -4, 413
51, 26.6344, -4, 1721
44, 53.9265, 8, 16965
43, 55.3385, 8, 111
41, 45.5899, 7, 1629
40, 45.0677, 6, 0
56, 7.00193, 12, 16105
60, 12.9594, 12, 1772
58, 24.4874, 9, 3816
45, 22.5338, 8, 34978
44, 23.9458, 8, 1
55, 24.8549, 3, 19887
55, 40.3288, 9, 25453
61, 43.4623, 9, 5071
39, 31.9729, 5, 41827
40, 45.0677, 5, 3044
45, 40.9091, 5, 2314
34, 18.7234, 4, 6141
31, 49.0716, 5, 8032
30, 51.4507, 5, 552
31, 51.9729, 5, 1033
30, 49.5164, 5, 0
50, 13.5397, 6, 9830
51, 28.5687, 4, 30334
51, 28.5687, 4, 82
55, 40.3288, 7, 3980
60, 17.795, 10, 6301
61, 20.2515, 10, 261
56, 13.7718, 5, 15010
32, 41.8569, 1, 17986
46, 29.8259, 7, 4635
40, 23.7911, 6, 1338
40, 23.7911, 6, 348
40, 29.5938, 6, 600
46, 25.9574, 5, 12798
42, 37.4081, 0, 2561
59, 67.5629, 2, 8563
48, 66.6538, 3, 6904
53, 54.7582, 5, 8306
54, 57.2147, 5, 225
60, 61.3153, 4, 10764
54, 61.0832, 4, 4141
48, 28.9362, 4, 65119
44, 38.4526, 2, 10517
46, 24.9903, 2, 2750
45, 18.6654, 2, 17
48, 26.0348, 1, 3688
50, 30.9478, 1, 483
52, 51.3346, 5, 17533
50, 33.8491, 6, 2668
67, 78.5106, 13, 15796
62, 62.3598, 13, 5488
57, 59.7485, 7, 10840
54, 57.2147, 7, 131
51, 51.7795, 6, 1216
51, 39.207, 6, 15911
51, 37.2727, 6, 176
57, 39.4391, 10, 3137
52, 49.4004, 8, 1207
56, 41.8182, 7, 19823
65, 38.7814, 5, 4585
59, 39.5164, 5, 1237
45, 54.4487, 3, 26058
41, 68.8008, 2, 5066
46, 69.4778, 0, 24823
47, 66.1315, 1, 6577
49, 47.8337, 2, 9116
52, 49.4004, 0, 10865
53, 49.9226, 1, 259
47, 39.0522, 9, 21368
48, 42.4758, 7, 4692
50, 57.06, 4, 12117
51, 36.3056, 5, 31410
53, 37.3501, 5, 1491
54, 32.0696, 5, 269
49, 41.0638, 4, 3103
46, 44.3327, 4, 2073
45, 39.942, 4, 127
54, 53.3462, 5, 12126
50, 44.4874, 4, 13016
60, 80.6576, 6, 9684
52, 80.3482, 4, 1758
52, 78.4139, 4, 84
48, 79.2263, 0, 8404
43, 23.4236, 3, 47526
44, 23.9458, 3, 295
44, 29.7485, 4, 812
46, 35.6286, 5, 2223
54, 64.9516, 4, 44430
56, 64.0619, 4, 1455
46, 70.4449, 6, 13129
51, 66.2863, 4, 13694
52, 43.5977, 8, 32224
52, 43.5977, 8, 20
53, 47.9884, 1, 963
54, 52.3791, -1, 1678
56, 55.3578, 6, 13688
50, 75.4352, 6, 4272
54, 71.7215, 6, 12458
44, 16.2089, 7, 33179
45, 23.501, 6, 4529
45, 23.501, 6, 24
46, 20.1547, 8, 863
49, 16.8859, 7, 1233
46, 39.4971, 7, 25621
46, 39.4971, 7, 168
57, 12.3598, 2, 19025
57, 17.1954, 1, 1644
42, 26.7698, 1, 8120
41, 29.1489, 1, 1505
38, 27.5822, 2, 2810
40, 28.6267, 2, 894
41, 25.2805, 1, 1242
54, 64.9516, 10, 27338
54, 63.0174, 10, 288
53, 63.4623, 10, 222
50, 43.5203, 6, 6247
49, 39.1296, 6, 3
48, 30.8704, 7, 1261
52, 49.4004, 6, 14808
54, 60.1161, 4, 3392
49, 18.8201, 6, 6641
54, 44.6422, 6, 17592
52, 41.6634, 6, 763
52, 46.499, 6, 1015
50, 42.5532, 10, 6965
40, 2.51451, 6, 14118
43, 27.2921, 4, 6213
49, 15.9188, 10, 18126
40, 21.8569, 6, 3513
46, 28.8588, 6, 5177
48, 3.7911, 8, 5765
48, 3.7911, 8, 230
51, 4.39072, 8, 8524
54, 11.7602, 7, 1380
44, 20.0774, 4, 9355
41, 48.4913, 4, 34582
48, 56.9826, 7, 4602
49, 53.6364, 7, 7169
46, -0.154739, 6, 9912
57, 20.0967, 8, 11161
59, 19.207, 8, 2443
56, 21.5087, 7, 3355
55, 19.0522, 7, 321
47, 34.2166, 5, 16026
51, 17.9304, 10, 16892
49, 11.0832, 10, 355
54, -5.64797, 12, 2658
54, -1.7795, 12, 238
55, -1.25725, 12, 231
61, 44.4294, 4, 21567
62, 37.2147, 3, 2836
58, 41.8956, 9, 6816
48, 28.9362, 7, 16763
48, 30.8704, 7, 42
56, 66.9632, 6, 44199
56, 68.8975, 6, 166
53, 70.2321, 5, 5145
65, 70.6963, 6, 8945
36, 21.7021, 4, 8716
55, 35.4932, 3, 22977
53, 27.6789, 4, 1425
42, 31.6054, 5, 11674
41, 30.1161, 6, 1754
45, 41.8762, 7, 4782
43, 36.9632, 7, 454
42, 36.441, 2, 318
43, 36.9632, 2, 293
43, 36.9632, 2, 134
42, 36.441, 2, 3
49, 35.2611, 2, 9334
51, 24.7002, 3, 4136
53, 18.0077, 3, 1245
54, 22.3985, 3, 797
51, 19.8646, 5, 21503
37, 50.2708, 7, 13006
34, 49.6712, 3, 5024
35, 50.1934, 3, 225
43, 64.0426, 1, 17194
51, 59.5164, 6, 17485
47, 49.6905, 6, 22223
44, 54.8936, 5, 22052
38, 47.8917, 4, 6826
40, 38.2979, 4, 4307
41, 36.8859, 0, 758
41, 34.9516, 0, 114
40, 34.4294, 0, 171
42, 34.5068, 0, 2350
44, 30.7157, 1, 3163
48, 28.9362, 1, 3737
41, 42.6886, -1, 13164
39, 32.94, -1, 418
38, 44.9903, 0, 6588
50, 57.06, 4, 11320
48, 43.4429, 4, 2135
49, 45.8994, 4, 505
47, 30.3482, -3, 2264
47, 38.0851, -6, 3235
45, 17.6983, 6, 23715
54, 23.3656, 9, 5452
53, 29.6132, 5, 6198
49, 54.6035, 4, 24384
49, 54.6035, 4, 116
45, 24.4681, 3, 7401
46, 34.6615, 2, 889
44, 35.5513, 3, 4051
45, 38.0077, 2, 2203
33, 38.5106, 4, 23387
40, 53.7718, 2, 17306
50, 58.9942, 4, 3236
56, 54.3907, 5, 10846
54, 64.9516, 5, 347
64, 66.3056, 4, 3965
53, 74.1006, 6, 8313
44, 42.3211, 1, 17831
45, 42.8433, 1, 536
45, 42.8433, 1, 6
44, 43.2882, 2, 362
34, 52.5725, 1, 5323
34, 54.5068, 1, 536
36, 43.9458, 1, 3494
37, 48.3366, 2, 239
37, 48.3366, 2, 264
37, 26.0928, 3, 14855
50, 30.9478, 5, 7601
43, 52.4371, 0, 21541
42, 53.8491, 0, 638
45, 55.4159, -4, 4237
45, 54.4487, 3, 15286
44, 57.795, 1, 603
45, 54.4487, 1, 618
57, 43.3075, 8, 9385
58, 45.764, 8, 403
58, 45.764, 8, 250
59, 48.2205, 8, 267
41, -0.831721, 4, 24907
38, 3.40426, 3, 6165
40, -0.386847, 3, 4639
61, 23.1528, 6, 8191
65, 44.5841, 4, 14401
55, 59.6712, 7, 11957
52, 52.3017, 7, 568
53, 56.6925, 7, 1570
48, 56.9826, 6, 4119
48, 56.9826, 6, 38
48, 41.5087, 1, 13210
55, 67.4081, 3, 16315
46, 52.0696, 2, 18280
50, 41.5861, 5, 11870
48, 30.8704, 5, 3329
52, 31.0251, 6, 3126
51, 26.6344, 6, 507
52, 27.1567, 6, 573
51, 28.5687, 6, 3599
53, 29.6132, 6, 445
49, 67.176, 1, 31678
43, 14.7195, 5, 27643
51, 26.6344, 5, 13468
53, 43.1528, 8, 10173
52, 34.8936, 2, 70736
49, 35.2611, 4, 4201
45, 25.4352, 6, 2855
43, 26.325, 5, 4373
48, 38.6074, 7, 16081
54, 24.3327, 10, 5938
47, 50.6576, 8, 15396
42, 46.1122, 7, 1617
44, 25.8801, 7, 9677
44, 33.617, 6, 1553
44, 38.4526, 4, 25917
46, 45.2998, 6, 2797
45, 58.3172, 5, 16665
45, 58.3172, 5, 62
43, 47.6015, 3, 21115
59, 59.8259, 5, 8160
44, 62.6306, 5, 9941
44, 66.499, 5, 1028
42, 43.2108, 6, 7108
43, 29.2263, 8, 2278
43, 17.6209, 7, 8249
45, 16.7311, 7, 535
46, 17.2534, 7, 291
45, 42.8433, 5, 5742
47, 50.6576, 4, 9451
45, 45.7447, 4, 0
42, 51.9149, 2, 644
36, 40.0774, 2, 1235
37, 42.5338, 2, 307
45, 22.5338, 4, 10151
48, 22.1663, 3, 2104
43, 53.4043, 2, 4267
43, 69.8453, 2, 7440
43, 67.911, 2, 90
62, 83.6364, 6, 21073
58, 96.0542, 4, 798
58, 95.087, 5, 1736
59, 114.952, 2, 5978
61, 123.733, 2, 1999
56, 109.516, 2, 420
57, 102.302, 3, 1055
46, 58.8395, 3, 10948
53, 55.7253, 6, 29125
44, 55.8607, 4, 3512
49, 54.6035, 4, 2171
50, 41.5861, 4, 3688
49, 44.9323, 5, 4895
46, 51.1025, 3, 109
48, 42.4758, 3, 2213
49, 33.3269, 4, 4326
50, 33.8491, 4, 514
50, 26.1122, 7, 987
43, 12.7853, 6, 1423
43, 28.2592, 7, 2757
44, 43.2882, 6, 17701
36, 34.2747, 6, 1932
39, 31.0058, 6, 3204
40, 43.1335, 3, 3496
41, 43.6557, 3, 317
38, 44.0232, 3, 447
52, 23.2882, 4, 6932
51, 22.766, 4, 3
52, 25.2224, 4, 281
43, 46.6344, 6, 19312
44, 60.6963, 3, 5947
50, 58.9942, 3, 3461
60, 57.4468, 8, 7704
59, 63.6944, 8, 1811
69, 41.8375, 8, 10770
57, 56.8472, 9, 26557
58, 63.1721, 10, 3136
64, 61.47, 7, 17631
62, 67.1954, 8, 28122
49, 38.1625, 8, 12853
26, 20.3482, 3, 10325
32, 39.9226, 4, 2738
32, 39.9226, 4, 221
44, 41.354, 3, 5570
49, 42.9981, 0, 3648
50, 43.5203, 0, 446
42, 46.1122, 8, 13463
37, 35.764, 1, 11086
33, 36.5764, 2, 8663
43, 27.2921, 2, 6836
44, 29.7485, 3, 231
53, 53.7911, 8, 22659
56, 50.5222, 10, 3830
58, 54.4681, 7, 3589
45, 40.9091, 5, 19805
43, 41.7988, 6, 5235
44, 45.2224, 6, 253
43, 44.7002, 6, 35
44, 43.2882, 6, 233
44, 41.354, 6, 476
37, 36.7311, 4, 21920
37, 36.7311, 4, 298
42, 28.7041, 4, 6618
45, 40.9091, 4, 8667
49, 40.0967, 4, 39119
36, 18.8008, 3, 15929
48, 27.0019, 4, 10874
46, 24.0232, 3, 65
46, 24.0232, 2, 1725
47, 24.5455, 2, 259
45, 20.5996, 2, 249
44, 43.2882, 5, 7223
56, 57.2921, 3, 9854
53, 47.9884, 1, 7022
50, 44.4874, -1, 2680
49, 45.8994, -1, 27
47, 48.7234, -1, 4013
50, 43.5203, 2, 13974
60, 49.7099, 9, 8738
52, 70.677, 8, 17640
56, 59.2263, 6, 17758
42, 38.3752, 8, 22713
47, 24.5455, 8, 10122
